PIM | Brand,UPC Code,Arabic Description,English Description,TAX  ,COST,GTIN (Internal ID),Category,Sub Category,Sub Sub Category,Image 1 URL,Image 2 URL,Image 3 URL
Golden Rose,8691190903138,جولدن روز قلم روج كراون 13,Golden Rose Lipstick Pen Crayon 13,TAX 15%,10.2,,Makeup,Lips Makeup,Lipstick Pen,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTY0NjAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:2f022466e3d582559d740c0555dfb9c388f8ea440c7092527912ee4c17c40253/BERPKYdDQoeOtB8q6dMT","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTY2MjAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:af6875a679e2c9ce488155fd2d6bd91115d0391f5cea167661e7217708da94de/aKVcVwz6SnKjAPCZ8C8q",
Golden Rose,8691190548100,جولدن روز روج بيور مات 119,Golden Rose Lipstick Pure Matte 119,TAX 15%,12,,Makeup,Lips Makeup,Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTU3NTksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:b2f53079319670c80db88ca65f8cc3f9dc0b2b90a4ad8fd132344d3068d90725/3nJJKOSNaSqduh4CgWUw","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTYxNjYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:0fb4fe505336a790553d27efaba09fcf871f4897c326d8d92890d6f21bc7abc2/4hbxTo12QnmRRZj89zWU",
Golden Rose,8691190856045,جولدن روز روج سائل طويل الثبات مات 04,Golden Rose Liquid Lipstick Longstay Matte 04,TAX 15%,13.25,,Makeup,Lips Makeup,Liquid Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTQ1NjEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:923bedc393e8c637be77991abb2ddd9fc4aa5417442166618b0a86508bf3ed83/5Km2zS4hTtOXWi61ceba","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTQ1ODIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:9e82b2d12202f26c4b14102a05dea5249ed1aa54da82306e8df2631e16bea895/qH2yWH1kQh2FLqEeSmhe",
Golden Rose,8691190142216,جولدن روز قلم تحديد العيون دريم 421,Golden Rose Eyeliner Pen Dream 421,TAX 15%,7.84,,Makeup,Eye Makeup,Eyeliner Pen,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTQ4MDMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:4a9f15b41dc85ce97194fb2770348ff0f0a6a8633dde1487798ec9d1583cb136/zgvUXbiRfaCKH3795lbH","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTQ4MjgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:42f3c43d0b4e21e129bb1dcb3f469ff1922bb80baa869d526f55511917c7e88f/uZrtgdy6RSW7MoqQA1id",
Golden Rose,8691190391300,جولدن روز قلم محدد الشفاه دريم 530,Golden Rose Lip Liner Pencil Dream 530,TAX 15%,7.84,,Makeup,Lips Makeup,Lip Liner Pencil,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTgzODQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:8942b2a626e4550f8fc055ddf6570a9662e49f5c2b66019154d6d1f78a98df39/nLSlKdrNTOeV3H7UyJpw","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTg0NDEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:bae96e47455fbe74258ae82db099f540f7afa21dc044f8cc8912fa963a07a73e/cbbGTBqwQ7KjOn1xofH5",
Golden Rose,8691190763152,جولدن روز روج سائل سوفت & مات 115 كريمي,Golden Rose Liquid Lipstick Soft & Matte 115 Creamy,TAX 15%,13.25,,Makeup,Lips Makeup,Liquid Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTcyODYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:077913dbdbec8272d38ab6ee97f4b8f293444f578e3739a7fcd7a350c1a98aaf/xw8ZfqC2SkKZZgZ2uLSJ","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTczNTMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:5b389b171cb5ce04a9b996f03741dd8600b886181e98d0a15565c4f6bed0cc71/GyupENAPTfeFCwsWFo5I",
Golden Rose,8691190397869,جولدن روز روج ساتن 16,Golden Rose Lipstick Satin 16,TAX 15%,12,,Makeup,Lips Makeup,Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTY3ODAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:988e5ec8a85e3a9d548a19abc7eb62522d6a576e0cc13c39dca8cff294ae4f1e/CvBt2VdRHyqIg4pWgJMu","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTY5NzYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:8d6c5e7381125de7dbf22d0db3a7dfb60eaa8a317d71519c26627211972b6d0b/40AFtD0IQGasTTC6r8O0",
Golden Rose,8691190763091,جولدن روز روج سائل سوفت & مات 109 كريمي,Golden Rose Liquid Lipstick Soft & Matte 109 Creamy,TAX 15%,13.25,,Makeup,Lips Makeup,Liquid Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTI2MjEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:cdea6addb404c30fc53641b2e9a7c8229abf36b68975d8b65b2fecbe6f53dbf6/BdmvIwVQQzOSoNp5JEp5","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTI2MjUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:6fc0ca1d29208bc59d5c9b0e78c13f053efbb2b02f35022c6b77be392963b5c3/GyupENAPTfeFCwsWFo5I",
Golden Rose,8691190115012,جولدن روز بودره مضغوطه سيلكي تاتش 01,Golden Rose Compact Powder Silky Touch 01,TAX 15%,18.85,,Makeup,Face Makeup,Compact Powder,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTI3MjQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:215816c7f8206027a037a155b4a80a365621335486615c5951742e2acbb09b53/aXpm2yUSWC1CSj2k7viQ","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTI3NjAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:f7406c7eab3dd27b63a7ade71ab0f9fbbebec330a661880b70a92cd686624fc1/TMtAUrn8Sh68oHbe4sWW",
Golden Rose,8691190494735,جولدن روز ملمع الشفاه ثري دي ميجا شاين 112,Golden Rose Lip Gloss 3D Mega Shine 112,TAX 15%,13.25,,Makeup,Lips Makeup,Lip Gloss,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTA4NTksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:348ef8e559f31efb8e51efeee1527cf7c269e2d0cfc994e746a5067bbefdbaf5/TnVUeFzqTeKQ0HSThB8m","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTA4ODAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:f701c01cc8050b0c81f88620eca79c07dfa576dd39352b99e6d67591c5d5f361/z3uoiS9PR8G9J4aampSM",
Golden Rose,8691190903091,جولدن روز قلم روج كراون 09,Golden Rose Lipstick Pen Crayon 09,TAX 15%,10.2,,Makeup,Lips Makeup,Lipstick Pen,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTQ5MDMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:19e025eaf51628df67d02f8fe2e7091548e310f200f36f15b455368dbb074917/mDHi3aryQQIVTmT24FUD","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTQ5MTgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:9228a00b712561b68fb712a0b4eb74f5fcd29742f66209d399bd0e94279d0331/aKVcVwz6SnKjAPCZ8C8q",
Golden Rose,8691190397951,جولدن روز روج ساتن 25,Golden Rose Lipstick Satin 25,TAX 15%,12,,Makeup,Lips Makeup,Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTk1NTcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:649af2d513bffdba0d3e22cf753f0c0f0b53cfa17b0ccbac9f3fc0d7597a317d/QzGtlexyRUeBg4r8BUuz","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTk1NzEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:35c5dea5d66c710491d09a9d97e1952441a9dd4d1645380638130b6f03eb48b0/TCrl0zCZTye4pXNrlRrE",
Golden Rose,8691190903084,جولدن روز قلم روج كراون 08,Golden Rose Lipstick Pen Crayon 08,TAX 15%,10.2,,Makeup,Lips Makeup,Lipstick Pen,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTUyNjgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:3df60725c260a27023678172a690afb5cbe8b8cbb70d51cdc23ab44364d0dcfe/OQcqnWveRpy8Grd7ofIw","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTUyODUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:660783f8d520731323ff042f3088f066de920f4e2f01dc714c7184653c612740/aKVcVwz6SnKjAPCZ8C8q",
Golden Rose,8691190903114,جولدن روز قلم روج كراون 11,Golden Rose Lipstick Pen Crayon 11,TAX 15%,10.2,,Makeup,Lips Makeup,Lipstick Pen,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTY2MjMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:6faecf1499c713678f7999931458751fc521daf5a7636c4a815b2d9517eb5bd8/cv44syQQQE2tt5ViV26A","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTY2NDUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:af63e4acdaaef40ae1e2632819c8f681fae107129738aa40e7e39ed4d209e3ac/aKVcVwz6SnKjAPCZ8C8q",
Golden Rose,8691190533649,جولدن روز روج بيور مات 114,Golden Rose Lipstick Pure Matte 114,TAX 15%,12,,Makeup,Lips Makeup,Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwNzkxMDk2NTAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:1fa68e382acd663a14211e5840d29a8173f090766b163a157214aa81b218f78a/qPbcsp9rSiau3ntOiK93","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwNzkxMDk3MDgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:2190c79121b8d4d6f8c27f28b31970c070e16d184cd01ed9aa2502a292f081e6/2kRTdSSSFmdm2Numaanw",
Golden Rose,8691190533861,جولدن روز مرطب شفاه ملون جوسي تنت 1,Golden Rose Lip Balm Color Juicy Tint 1,TAX 15%,12,,Makeup,Lips Makeup,Lip Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTYwNjEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:8b993ec75190e9a23cd07532f136e81cdf7ca0f01de1682bbc6a563ea2609f05/JNLbcycuQsyD5qjoDTvS","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTYwODAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:4602a50f68a2737696ea721baf0971717c0925f9a53c96651ced6ba855528ec7/rH5idAwVRpuCrHAwNIxw",
Golden Rose,8691190903206,جولدن روز قلم روج كراون 20,Golden Rose Lipstick Pen Crayon 20,TAX 15%,10.2,,Makeup,Lips Makeup,Lipstick Pen,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTY1MjMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:fea4d7fc5886a9eda717622357b00c1f99d972871a64a9b44667405095ff81b7/l3Ais71aQwCfzld765VZ","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTY4ODUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:92d3b2f72cc0f9e3eda2a87a36217bd8fa0125420012ed8dbf9e4f93f51b2bb7/aKVcVwz6SnKjAPCZ8C8q",
Golden Rose,8691190903282,جولدن روز قلم روج كراون 28,Golden Rose Lipstick Pen Crayon 28,TAX 15%,10.2,,Makeup,Lips Makeup,Lipstick Pen,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTY4MDEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:980faf11db650e9fef921de5a6bfe5c452a1dd0c1a8d547779eb4861aa374644/kJBqrbWJSoNV3hlK0rKg","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTY4NzYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:af9b59e7d5fa87f76825d0490048b53de569838f35f937ace1e9315f45ec9c88/aKVcVwz6SnKjAPCZ8C8q",
Golden Rose,8691190397746,جولدن روز روج ساتن 04,Golden Rose Lipstick Satin 04,TAX 15%,12,,Makeup,Lips Makeup,Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTQ5MzIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:2589e25ad75e86c5cd0829a68dc0d09a632242c50de3b6f9e63115f019a2e209/DNkYEvyWQD2nXQekoKRg","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTQ5NjcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:16a3e1d14f7b23c0af02a7b492bc5329d0e5aa5b655f430f1e3e2eaf0988eba2/Io9I1MY9Szaigle7j64e",
Golden Rose,8691190397838,جولدن روز روج ساتن 13,Golden Rose Lipstick Satin 13,TAX 15%,12,,Makeup,Lips Makeup,Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTU2MDgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:defaff11913ce15c69cf284dea1bf3a8adf3ad69e3baeb25162aae87c614571c/4Rcs8p3qQOSYY08birwZ","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTU2NDMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:e7d57da1dc97551a950c14645e5206c807158c32110f7574b1b9a83b79c293db/m0nD041kSTC3riwSjsLi",
Golden Rose,8691190397968,جولدن روز روج ساتن 26,Golden Rose Lipstick Satin 26,TAX 15%,12,,Makeup,Lips Makeup,Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTY0NzcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:a342de39ec3a61ebf18d985fad13bbcce0a8e8721f0010dfc831c3e5ea4e9e42/zZjwmEELRWee5VSHVkKT","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTY1MDIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:96d72987ca880705b667539b1a088416c7a5fee0acf9df2be09db201130c8d12/nrcMiCxKRq6E71sjmR7s",
Golden Rose,8691190516703,جولدن روز روج ميراكل ليبس 103,Golden Rose Lipstick Miracle Lips 103,TAX 15%,12.3,,Makeup,Lips Makeup,Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTYxMDUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:f0d596269c52948a97e4cfc3f8ed4b393368c974e4a77e051186e2eef6788c42/cSKtb5QwSSu1heMPvPG8","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTYyNTEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:b17f84b99964be761d4984fb165bcd4ac522528ffdf4779071370af59fe8510b/OAKUFejqS02MrcOTBbSM",
Golden Rose,8691190397739,جولدن روز روج ساتن 03,Golden Rose Lipstick Satin 03,TAX 15%,12,,Makeup,Lips Makeup,Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTY0NDUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:54aff61a1379d5b07dda7cfaac63719c5c99bdc98717dad48191f637dfb18c04/HVMsKGcoTUqbyWaH49yt","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTY1NDksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:dc652d7f2046a11a300f97225cead50c2a062dc53f5943f0b94e580e7efacee8/puRvx4TS2WSxf0lULZqA",
Golden Rose,8691190466183,جولدن روز روج فلفت مات 18,Golden Rose Lipstick Velvet Matte 18,TAX 15%,12,,Makeup,Lips Makeup,Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTQ5NjcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:16a3e1d14f7b23c0af02a7b492bc5329d0e5aa5b655f430f1e3e2eaf0988eba2/u57dCoipRjWVmrDp4tRl","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTQ5NzIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:80058e09fed6472bed472f2a7f1763856396f1e66eb322a2cd7689fe228454c0/BqkddIL9SHWVsMxx4G8D",
Golden Rose,8691190533885,جولدن روز مرطب شفاه ملون جوسي تنت 3,Golden Rose Lip Balm Color Juicy Tint 3,TAX 15%,12,,Makeup,Lips Makeup,Lip Color,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTc0ODcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:77017a357797cdcae96f2bafc29fff1a24b960756af3f8f4c0fc2741baba960d/DDpBjmwmT4e3fS70kMQr","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTc0OTIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:30205fa5fdd89e39ff02ac7c5f83440d933c0c4c5c029bebf03577facb106714/4OJuibFxSwCF1DUoOqrR",
Golden Rose,8691190391126,جولدن روز قلم محدد الشفاه دريم 512,Golden Rose Lip Liner Pencil Dream 512,TAX 15%,7.84,,Makeup,Lips Makeup,Lip Liner Pencil,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTMzNTQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:6750809682f05b732ef5cef816a1e709d9b9c7297de377df99da3c23084ef9c9/tp2oh2XlQoCeYHphSDMQ","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTMzNjgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:b7ccb9f8a49511973a13f8dfff705b7d23d340d4cc21ed940de2c5770f3321ad/cbbGTBqwQ7KjOn1xofH5",
