PIM | Brand,UPC Code,Arabic Description,English Description,TAX  ,COST,GTIN (Internal ID),Category,Sub Category,Sub Sub Category,Image 1 URL,Image 2 URL,Image 3 URL
Golden Rose,8691190397807,جولدن روز روج ساتن 10,Golden Rose Lipstick Satin 10,TAX 15%,12,,Makeup,Lips Makeup,Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTg1NDEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:04cf0d6e06bb23a311291fa436a53f0319c9c235d83920bd11a07331a4419a48/H5UZpOy7RoW3uO6tTUCD","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTg1NzYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:07add74c39b635b94dfe8ec0a57a44891948d6c1d30ad42f335635539efc7df0/vKzdsCKxRMCnLEYxScFM",
Golden Rose,8691190391355,جولدن روز قلم محدد الشفاه دريم 535,Golden Rose Lip Liner Pencil Dream 535,TAX 15%,7.84,,Makeup,Lips Makeup,Lip Liner Pencil,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTI2MjIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:f8d90c17d398505e926b9a6892b8c54c7435df53d9f0bfa1df33081255746e0d/PXpxEUc4R3CDdG5Zx6ww","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTI2MjcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:0eadf545abdc548e2afa86a2e2f8f582ef63a54c97f897c21a1261220d404b22/cbbGTBqwQ7KjOn1xofH5",
Golden Rose,8691190903251,جولدن روز قلم روج كراون 25,Golden Rose Lipstick Pen Crayon 25,TAX 15%,10.2,,Makeup,Lips Makeup,Lipstick Pen,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTU5MDYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:a8bc284af17c253002c9242e5827c260274b7e8e64c38930d89a2b53827615f7/StOrKELdSfKLxgltqbPf","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTU5MjUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:63d417d88eb21c447ee20699844248668c0e4e03f94b8e0a85de746a8ae97e06/aKVcVwz6SnKjAPCZ8C8q",
Golden Rose,8691190903268,جولدن روز قلم روج كراون 26,Golden Rose Lipstick Pen Crayon 26,TAX 15%,10.2,,Makeup,Lips Makeup,Lipstick Pen,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTY2NTAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:2d49fee44f6ce93049493f586b8539407541f2ea665dd89fcde28019f5de9fa9/qrf8Uo2QPOR9lItlaRMX","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTY2NzEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:3dc74256eda898b80400a253d1022eb1995379b0a17b98ce5dcd35be312f12ed/aKVcVwz6SnKjAPCZ8C8q",
Golden Rose,8691190533625,جولدن روز روج بيور مات 112,Golden Rose Lipstick Pure Matte 112,TAX 15%,12,,Makeup,Lips Makeup,Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwNzkxMDk2ODMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:6026bb078d1e259e24493be1bdbb53445a46e8a157ed5add1157f9068aaa98ea/w2UxZl9SgO3dJlbw8R1g","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTMwNzkxMDk2ODgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:e94103318d66db4df38a464b57b09409fb181a0864e5b01a13438453715bf416/FTwTjnCTNePUvwHQFVpN",
Golden Rose,8691190548155,جولدن روز روج بيور مات 124,Golden Rose Lipstick Pure Matte 124,TAX 15%,12,,Makeup,Lips Makeup,Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTU3NDcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:bd5d49245ce735e2cc7f4b7d271ad1bc029a2cc2111eee18f9f5aa38bb0273bd/Kbqx9DXhSSra6VhxXGOy","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTYyOTYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:5cb3cfd1dbcd7e2e05443862201ce66a2c7187af85e150cd6850060d75ea18df/2V9VHOxYSabDQ8oeel0c",
Golden Rose,8691190763138,جولدن روز روج سائل سوفت & مات 113 كريمي,Golden Rose Liquid Lipstick Soft & Matte 113 Creamy,TAX 15%,13.25,,Makeup,Lips Makeup,Liquid Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTczMTIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:b23a22ea5d9bb91167fdaa12825555508b224e867753666561a845f0c5206d78/7EVE4qT2RKSIHP5lKcY7","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTczNzIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:9edf06c0e1370b03dadd69bebbfc3d7ab616f6498ac5ed3ae4ec7b7abba2a53a/GyupENAPTfeFCwsWFo5I",
Golden Rose,8691190115081,جولدن روز بودره مضغوطه سيلكي تاتش 08,Golden Rose Compact Powder Silky Touch 08,TAX 15%,18.85,,Makeup,Face Makeup,Compact Powder,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTMwNzUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:ee3b7da1f49c43139b0cda501600a155a6f4d3267cf65fe304a59c348dca58c6/7yhoFLlQMe1JpRH5Cdqw","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTMxMDAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:9c67428a496b3c77e8471475f86741b4e6c53b5678c3f2346e7b05f49da7a906/cVq81MxWRYSWdmf9VSBU",
Golden Rose,8691190466190,جولدن روز روج فلفت مات 19,Golden Rose Lipstick Velvet Matte 19,TAX 15%,12,,Makeup,Lips Makeup,Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTYwNjIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:4130c92f2fa75886819eb0e79e0ae1bc4ef027c1c447613100bd22787925addc/nwowbYolQ2Cs9n0I5lvE","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTYwOTQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:264ad2a6b0de42090f9350de755469a16d05e942ab600afd76782b88339cef6c/BqkddIL9SHWVsMxx4G8D",
Golden Rose,8691190763053,جولدن روز روج سائل سوفت & مات 105 كريمي,Golden Rose Liquid Lipstick Soft & Matte 105 Creamy,TAX 15%,13.25,,Makeup,Lips Makeup,Liquid Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTUyMTQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:d11538c638eb0fd81fbe3cdabddf37448ecbf7750b2b08c9fcd6a8f5e3cf5b88/nIBC5IkTO6C184U4rHLT","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTUyMTgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:4a01b12a5fbec35773756e4fa17630f21a9df4d215a50cc332b59633f8ff6f62/GyupENAPTfeFCwsWFo5I",
Golden Rose,8691190494667,جولدن روز ملمع الشفاه ثري دي ميجا شاين 105,Golden Rose Lip Gloss 3D Mega Shine 105,TAX 15%,13.25,,Makeup,Lips Makeup,Lip Gloss,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTcxNzQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:db5ab8f608c1a21a9a7936efd65ce514b2ad77cf8a2e173af357302489dcf3fd/hvOUebyQR0ie1UFEbbhU","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTcxOTUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:0694129118cf5307555fa0c6ec14df2004cc5979ea8fb340e118f468ddd9b69b/z3uoiS9PR8G9J4aampSM",
Golden Rose,8691190856397,جولدن روز روج سائل طويل الثبات مات 39,Golden Rose Liquid Lipstick Longstay Matte 39,TAX 15%,13.25,,Makeup,Lips Makeup,Liquid Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTY4MzksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:687328b607082dbab63a39e86b117233d4657228fc892f91c9b1f3608089495b/ErapX1WdSSKIxjbIKQww","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTY5MTcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:103b649b837c7d829681e5e42dff6fbfb7d52178a69a31f1e68ba87cc1843376/qH2yWH1kQh2FLqEeSmhe",
Golden Rose,8691190142056,جولدن روز قلم تحديد العيون دريم 405,Golden Rose Eyeliner Pen Dream 405,TAX 15%,7.84,,Makeup,Eye Makeup,Eyeliner Pen,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTE0OTQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:6d991741a0942c12bb896ba141a73f6aff59ee4689f8ef6fcaa0f176521154d3/UcStfyIHQAmPJrSEPigF","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTE0OTksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:6d4c116679e927dd94941c52dbaecd91b63955269b8942e0e73cf18cd72caf06/uZrtgdy6RSW7MoqQA1id",
Golden Rose,8691190391058,جولدن روز قلم محدد الشفاه دريم 505,Golden Rose Lip Liner Pencil Dream 505,TAX 15%,7.84,,Makeup,Lips Makeup,Lip Liner Pencil,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTM1MTAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:575b11fe3099964e757d4a07cabce86f045558b8f3df3223c65133cf80d7e919/fGzDdcqTd6e7n0O5iwsy","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTM1NDMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:312a81b225e7831a5b4167a6f2d97b48e95211173f43a077dd9bde333584f9a0/cbbGTBqwQ7KjOn1xofH5",
Golden Rose,8691190391164,جولدن روز قلم محدد الشفاه دريم 516,Golden Rose Lip Liner Pencil Dream 516,TAX 15%,7.84,,Makeup,Lips Makeup,Lip Liner Pencil,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTc5ODcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:9dba380294da0403a464c7599e38c879289f2a42cce25be8b2e0fce6e0025cef/ae6KWr2uTWqq5MFJnXbr","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTgxNjgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:d005d0311d87f9efc696eadf038e1cf77b3fbc9a959d4b781cd15ffc5407e599/cbbGTBqwQ7KjOn1xofH5",
Golden Rose,8691190548148,جولدن روز روج بيور مات 123,Golden Rose Lipstick Pure Matte 123,TAX 15%,12,,Makeup,Lips Makeup,Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTU3MzYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:e423e5f715cff7197ad7ac1b329883bc4c624216d860986ce0facdd9d3928ae7/TrNkE17TFqsuXdLbCXEM","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTYyNjMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:76788917d8b8ad7792081427162936cfecbec79e0e9ed67cf9f2c39399d89aec/LUk0TwfFRY21YAfP77oT",
Golden Rose,8691190856113,جولدن روز روج سائل طويل الثبات مات 11,Golden Rose Liquid Lipstick Longstay Matte 11,TAX 15%,13.25,,Makeup,Lips Makeup,Liquid Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTY5NDcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:69dc2913cb16237c77c03028f2142f553c52eeb541b64da52eec06f0c403a9ec/ka2NrUPfR2uEkE3ZParw","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTcwMjYsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:15e84e2fd30458a0348fbec1d873880ce52ce33179d8ac6b370370965a64b126/qH2yWH1kQh2FLqEeSmhe",
Golden Rose,8691190856212,جولدن روز روج سائل طويل الثبات مات 21,Golden Rose Liquid Lipstick Longstay Matte 21,TAX 15%,13.25,,Makeup,Lips Makeup,Liquid Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTIwNTUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:436b24e233ebc3a45a85f6954d489872ff7368703e5ae3fee14ad4a08838bbfd/NUGFpOHIS4OzwEEaQIwK","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTIwOTAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:cf4ad4ee59e4255969b52b2776c5f408356049bbfb8418f7d7440a712a72078f/qH2yWH1kQh2FLqEeSmhe",
Golden Rose,8691190539337,جولدن روز مثبت المكياج 120 مل مطفي,Golden Rose Make Up Fix 120ml Matte,TAX 15%,19.1,,Makeup,Face Makeup,Make Up Fix,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjQ5OTgzNDMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:d7f9d9611489245ac5139682d5aebcc067bb2409eca4ba44f067053f643386b4/H1XSTldoS7CNmw0JHqnO",,
Golden Rose,8691190763176,جولدن روز روج سائل سوفت & مات 117 كريمي,Golden Rose Liquid Lipstick Soft & Matte 117 Creamy,TAX 15%,13.25,,Makeup,Lips Makeup,Liquid Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTQ2OTIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:0e566a2f894e63446ec3e7405f865511e85e8719ca434f52706d23db0282ec86/3jce5pvTQ4e6nzx8qPH7","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5MjUwMTQ2OTcsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:0c88c65a2d3bd7c394fd027d70a8a4deed89112c28a0dc7edb063d945d7c4a08/GyupENAPTfeFCwsWFo5I",
Golden Rose,8691190685034,جولدن روز احمر خدود ستيك 103 كريمي,Golden Rose Blush Stick 103 Creamy,TAX 15%,17.25,,Makeup,Face Makeup,Blush Stick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTc1NTAsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:95d2cb10e7498a696e6bdbf53fa76effd5b33c4564cc2e156185df22a0694418/wjhNXpLRSmmSvcnPVraw",,
Golden Rose,8691190391072,جولدن روز قلم محدد الشفاه دريم 507,Golden Rose Lip Liner Pencil Dream 507,TAX 15%,7.84,,Makeup,Lips Makeup,Lip Liner Pencil,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTk2NTEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:298cdbe9c04b4db0d4bf48311cb0975f3585dbf00c68403ed73f738cebc9c0a2/9CV6s2PyR8KQDYc8C4ys","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTk2OTIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:64e1dd85885e3219031277ffcd3502721302867680941425faadbd015554c207/cbbGTBqwQ7KjOn1xofH5",
Golden Rose,8691190856427,جولدن روز روج سائل طويل الثبات مات 42,Golden Rose Liquid Lipstick Longstay Matte 42,TAX 15%,13.25,,Makeup,Lips Makeup,Liquid Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTcyMDMsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:33e2b669a01338ddd2d1bb554c0e545ea108766eec90a5a9baea2a14bb8766d8/fHJx1erOR92EBmqf74y9","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTcyNDEsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:63994ba680169c7bf0dd37c27ac7acf103baf95b9f88bdd8e37aa32c789c0a0b/qH2yWH1kQh2FLqEeSmhe",
Golden Rose,8691190763077,جولدن روز روج سائل سوفت & مات 107 كريمي,Golden Rose Liquid Lipstick Soft & Matte 107 Creamy,TAX 15%,13.25,,Makeup,Lips Makeup,Liquid Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTczMjksImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:bc62768137a582f09c2d6d71e4795220fa8d2d974e75582aae69205a5eeb5900/Tfwg1EGT2ybFsca9eNNQ","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTc0NjQsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:d7c06084ab383de366e6f4bd844996d5f692de81e3b52941ebcca6c0e67b743a/GyupENAPTfeFCwsWFo5I",
Golden Rose,8691190763183,جولدن روز روج سائل سوفت & مات 118 كريمي,Golden Rose Liquid Lipstick Soft & Matte 118 Creamy,TAX 15%,13.25,,Makeup,Lips Makeup,Liquid Lipstick,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTczMTgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:b56a09a7cfabb32556c63f39f09088ff5063c9abacb1ed30568bc89ee513f2e6/VUYPed06RuKMOFw445pn","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTczODUsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:c95d3112a0cd1e8786c2faad8319d21418cd8403eeb20b9e6cef297803836560/GyupENAPTfeFCwsWFo5I",
Golden Rose,8691190963750,جولدن روز كريم أساس وكونسيلر  توتال كفر 2 في 1 15,Golden Rose Foundation And Concealer Total Cover 2 In 1 15,TAX 15%,21.95,,Makeup,Face Makeup,Foundation,"https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTkzOTIsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:bda38f57c95d97476b8910b8020d53ade0616f8db2a080b595c661685fdbd158/QKbtEf7JTuCeIHGD2RDu","- https://cdn.files.smartsuite.com/AEHrSDUikTDqTbYuRTesYz/security=policy:eyJleHBpcnkiOjE3NTI5OTI2MTk0NDgsImNhbGwiOlsicmVhZCIsImNvbnZlcnQiLCJwaWNrIiwic3RvcmUiXSwibWF4U2l6ZSI6NTAwMDAwMDAwMH0=,signature:99ebfb5af1497c1c7301e7b290ec8e4ca688ef0266a52fd21a3b4a6bce1fc3ad/chPLf3UROeXe5nUSvqgL",
